"location","activity","date","change","value","source","roll"
"Greater London","Retail & recreation",2020-02-27,0,100,"Google",99.4285714285714
"Greater London","Grocery & pharmacy",2020-02-27,-1,99,"Google",99.7142857142857
"Greater London","Retail & recreation",2020-02-28,-2,98,"Google",99.4285714285714
"Greater London","Grocery & pharmacy",2020-02-28,-1,99,"Google",99.4285714285714
"Greater London","Retail & recreation",2020-02-29,-2,98,"Google",98.8571428571429
"Greater London","Grocery & pharmacy",2020-02-29,0,100,"Google",99.1428571428571
"Greater London","Retail & recreation",2020-03-01,9,109,"Google",100.428571428571
"Greater London","Grocery & pharmacy",2020-03-01,4,104,"Google",101
"Greater London","Retail & recreation",2020-03-02,2,102,"Google",101.428571428571
"Greater London","Grocery & pharmacy",2020-03-02,6,106,"Google",102.571428571429
"Greater London","Retail & recreation",2020-03-03,-1,99,"Google",102.571428571429
"Greater London","Grocery & pharmacy",2020-03-03,2,102,"Google",103.142857142857
"Greater London","Retail & recreation",2020-03-04,-3,97,"Google",102.714285714286
"Greater London","Grocery & pharmacy",2020-03-04,1,101,"Google",101.571428571429
"Greater London","Retail & recreation",2020-03-05,-9,91,"Google",99.7142857142857
"Greater London","Grocery & pharmacy",2020-03-05,-5,95,"Google",98.7142857142857
"Greater London","Retail & recreation",2020-03-06,1,101,"Google",98
"Greater London","Grocery & pharmacy",2020-03-06,8,108,"Google",99.2857142857143
"Greater London","Retail & recreation",2020-03-07,-2,98,"Google",98.7142857142857
"Greater London","Grocery & pharmacy",2020-03-07,3,103,"Google",99.5714285714286
"Greater London","Retail & recreation",2020-03-08,-1,99,"Google",99.2857142857143
"Greater London","Grocery & pharmacy",2020-03-08,3,103,"Google",101
"Greater London","Retail & recreation",2020-03-09,-3,97,"Google",101.285714285714
"Greater London","Grocery & pharmacy",2020-03-09,6,106,"Google",102
"Greater London","Retail & recreation",2020-03-10,-6,94,"Google",100
"Greater London","Grocery & pharmacy",2020-03-10,7,107,"Google",101.285714285714
"Greater London","Retail & recreation",2020-03-11,-6,94,"Google",100
"Greater London","Grocery & pharmacy",2020-03-11,8,108,"Google",101.285714285714
"Greater London","Retail & recreation",2020-03-12,-8,92,"Google",99.7142857142857
"Greater London","Grocery & pharmacy",2020-03-12,14,114,"Google",102.142857142857
"Greater London","Retail & recreation",2020-03-13,-13,87,"Google",99.4285714285714
"Greater London","Grocery & pharmacy",2020-03-13,15,115,"Google",102.428571428571
"Greater London","Retail & recreation",2020-03-14,-20,80,"Google",98.5714285714286
"Greater London","Grocery & pharmacy",2020-03-14,9,109,"Google",100.714285714286
"Greater London","Retail & recreation",2020-03-15,-24,76,"Google",96.1428571428571
"Greater London","Grocery & pharmacy",2020-03-15,6,106,"Google",98.1428571428571
"Greater London","Retail & recreation",2020-03-16,-14,86,"Google",94.1428571428571
"Greater London","Grocery & pharmacy",2020-03-16,23,123,"Google",99.2857142857143
"Greater London","Retail & recreation",2020-03-17,-28,72,"Google",93.1428571428571
"Greater London","Grocery & pharmacy",2020-03-17,19,119,"Google",98.7142857142857
"Greater London","Retail & recreation",2020-03-18,-33,67,"Google",92.7142857142857
"Greater London","Grocery & pharmacy",2020-03-18,28,128,"Google",100.142857142857
"Greater London","Retail & recreation",2020-03-19,-36,64,"Google",94.1428571428571
"Greater London","Grocery & pharmacy",2020-03-19,30,130,"Google",100.428571428571
"Greater London","Retail & recreation",2020-03-20,-46,54,"Google",90.5714285714286
"Greater London","Grocery & pharmacy",2020-03-20,8,108,"Google",95.7142857142857
"Greater London","Retail & recreation",2020-03-21,-62,38,"Google",84.1428571428571
"Greater London","Grocery & pharmacy",2020-03-21,-8,92,"Google",87.7142857142857
"Greater London","Retail & recreation",2020-03-22,-67,33,"Google",74.1428571428571
"Greater London","Grocery & pharmacy",2020-03-22,-20,80,"Google",76.4285714285714
"Greater London","Retail & recreation",2020-03-23,-59,41,"Google",63.7142857142857
"Greater London","Grocery & pharmacy",2020-03-23,-13,87,"Google",68.4285714285714
"Greater London","Retail & recreation",2020-03-24,-76,24,"Google",56.4285714285714
"Greater London","Grocery & pharmacy",2020-03-24,-25,75,"Google",61.7142857142857
"Greater London","Retail & recreation",2020-03-25,-79,21,"Google",51.5714285714286
"Greater London","Grocery & pharmacy",2020-03-25,-28,72,"Google",57.1428571428571
"Greater London","Retail & recreation",2020-03-26,-80,20,"Google",48.5714285714286
"Greater London","Grocery & pharmacy",2020-03-26,-32,68,"Google",52.4285714285714
"Greater London","Retail & recreation",2020-03-27,-81,19,"Google",42.7142857142857
"Greater London","Grocery & pharmacy",2020-03-27,-32,68,"Google",49
"Greater London","Retail & recreation",2020-03-28,-85,15,"Google",40.4285714285714
"Greater London","Grocery & pharmacy",2020-03-28,-41,59,"Google",45.8571428571429
"Greater London","Retail & recreation",2020-03-29,-87,13,"Google",37.4285714285714
"Greater London","Grocery & pharmacy",2020-03-29,-48,52,"Google",42
"Greater London","Retail & recreation",2020-03-30,-79,21,"Google",35.2857142857143
"Greater London","Grocery & pharmacy",2020-03-30,-36,64,"Google",41.7142857142857
"Greater London","Retail & recreation",2020-03-31,-79,21,"Google",35
"Greater London","Grocery & pharmacy",2020-03-31,-35,65,"Google",42.1428571428571
"Greater London","Retail & recreation",2020-04-01,-81,19,"Google",36.4285714285714
"Greater London","Grocery & pharmacy",2020-04-01,-36,64,"Google",43.7142857142857
"Greater London","Retail & recreation",2020-04-02,-81,19,"Google",39
"Greater London","Grocery & pharmacy",2020-04-02,-36,64,"Google",45.1428571428571
"Greater London","Retail & recreation",2020-04-03,-81,19,"Google",38.7142857142857
"Greater London","Grocery & pharmacy",2020-04-03,-34,66,"Google",45.1428571428571
"Greater London","Retail & recreation",2020-04-04,-84,16,"Google",38.1428571428571
"Greater London","Grocery & pharmacy",2020-04-04,-38,62,"Google",44.2857142857143
"Greater London","Retail & recreation",2020-04-05,-84,16,"Google",37.4285714285714
"Greater London","Grocery & pharmacy",2020-04-05,-41,59,"Google",43.1428571428571
"Greater London","Retail & recreation",2020-04-06,-78,22,"Google",37.1428571428571
"Greater London","Grocery & pharmacy",2020-04-06,-35,65,"Google",43.7142857142857
"Greater London","Retail & recreation",2020-04-07,-79,21,"Google",37.2857142857143
"Greater London","Grocery & pharmacy",2020-04-07,-33,67,"Google",44.5714285714286
"Greater London","Retail & recreation",2020-04-08,-80,20,"Google",38.5714285714286
"Greater London","Grocery & pharmacy",2020-04-08,-33,67,"Google",45.8571428571429
"Greater London","Retail & recreation",2020-04-09,-78,22,"Google",40.5714285714286
"Greater London","Grocery & pharmacy",2020-04-09,-26,74,"Google",48
"Greater London","Retail & recreation",2020-04-10,-83,17,"Google",41.1428571428571
"Greater London","Grocery & pharmacy",2020-04-10,-35,65,"Google",47.4285714285714
"Greater London","Retail & recreation",2020-04-11,-84,16,"Google",40.1428571428571
"Greater London","Grocery & pharmacy",2020-04-11,-36,64,"Google",46.4285714285714
"Greater London","Retail & recreation",2020-04-12,-89,11,"Google",38.4285714285714
"Greater London","Grocery & pharmacy",2020-04-12,-60,40,"Google",41
"Greater London","Retail & recreation",2020-04-13,-83,17,"Google",32.8571428571429
"Greater London","Grocery & pharmacy",2020-04-13,-43,57,"Google",38.5714285714286
"Greater London","Retail & recreation",2020-04-14,-78,22,"Google",32.4285714285714
"Greater London","Grocery & pharmacy",2020-04-14,-32,68,"Google",39.8571428571429
"Greater London","Retail & recreation",2020-04-15,-79,21,"Google",33.7142857142857
"Greater London","Grocery & pharmacy",2020-04-15,-32,68,"Google",41.8571428571429
"Greater London","Retail & recreation",2020-04-16,-79,21,"Google",39.1428571428571
"Greater London","Grocery & pharmacy",2020-04-16,-32,68,"Google",46.4285714285714
"Greater London","Retail & recreation",2020-04-17,-81,19,"Google",41
"Greater London","Grocery & pharmacy",2020-04-17,-34,66,"Google",47.2857142857143
"Greater London","Retail & recreation",2020-04-18,-84,16,"Google",39.8571428571429
"Greater London","Grocery & pharmacy",2020-04-18,-38,62,"Google",45.7142857142857
"Greater London","Retail & recreation",2020-04-19,-83,17,"Google",38.4285714285714
"Greater London","Grocery & pharmacy",2020-04-19,-42,58,"Google",43.7142857142857
"Greater London","Retail & recreation",2020-04-20,-77,23,"Google",37.2857142857143
"Greater London","Grocery & pharmacy",2020-04-20,-34,66,"Google",44
"Greater London","Retail & recreation",2020-04-21,-78,22,"Google",37.7142857142857
"Greater London","Grocery & pharmacy",2020-04-21,-33,67,"Google",45
"Greater London","Retail & recreation",2020-04-22,-79,21,"Google",39.1428571428571
"Greater London","Grocery & pharmacy",2020-04-22,-32,68,"Google",46.4285714285714
"Greater London","Retail & recreation",2020-04-23,-78,22,"Google",41.2857142857143
"Greater London","Grocery & pharmacy",2020-04-23,-30,70,"Google",48
"Greater London","Retail & recreation",2020-04-24,-79,21,"Google",41.5714285714286
"Greater London","Grocery & pharmacy",2020-04-24,-30,70,"Google",48.4285714285714
"Greater London","Retail & recreation",2020-04-25,-82,18,"Google",41.4285714285714
"Greater London","Grocery & pharmacy",2020-04-25,-35,65,"Google",47.7142857142857
"Greater London","Retail & recreation",2020-04-26,-81,19,"Google",40.7142857142857
"Greater London","Grocery & pharmacy",2020-04-26,-38,62,"Google",46.4285714285714
"Greater London","Retail & recreation",2020-04-27,-76,24,"Google",39.8571428571429
"Greater London","Grocery & pharmacy",2020-04-27,-32,68,"Google",46.5714285714286
"Greater London","Retail & recreation",2020-04-28,-82,18,"Google",39.1428571428571
"Greater London","Grocery & pharmacy",2020-04-28,-42,58,"Google",44.8571428571429
"Greater London","Retail & recreation",2020-04-29,-79,21,"Google",38.5714285714286
"Greater London","Grocery & pharmacy",2020-04-29,-33,67,"Google",45.4285714285714
"Greater London","Retail & recreation",2020-04-30,-81,19,"Google",39.2857142857143
"Greater London","Grocery & pharmacy",2020-04-30,-35,65,"Google",45.1428571428571
"Greater London","Retail & recreation",2020-05-01,-80,20,"Google",38.2857142857143
"Greater London","Grocery & pharmacy",2020-05-01,-30,70,"Google",45.7142857142857
"Greater London","Retail & recreation",2020-05-02,-81,19,"Google",40.1428571428571
"Greater London","Grocery & pharmacy",2020-05-02,-31,69,"Google",47
"Greater London","Retail & recreation",2020-05-03,-82,18,"Google",40
"Greater London","Grocery & pharmacy",2020-05-03,-40,60,"Google",45.8571428571429
"Greater London","Retail & recreation",2020-05-04,-75,25,"Google",40.1428571428571
"Greater London","Grocery & pharmacy",2020-05-04,-29,71,"Google",47.4285714285714
"Greater London","Retail & recreation",2020-05-05,-77,23,"Google",40.7142857142857
"Greater London","Grocery & pharmacy",2020-05-05,-29,71,"Google",48.1428571428571
"Greater London","Retail & recreation",2020-05-06,-77,23,"Google",41.5714285714286
"Greater London","Grocery & pharmacy",2020-05-06,-27,73,"Google",49.4285714285714
"Greater London","Retail & recreation",2020-05-07,-75,25,"Google",44.4285714285714
"Greater London","Grocery & pharmacy",2020-05-07,-22,78,"Google",52
"Greater London","Retail & recreation",2020-05-08,-79,21,"Google",44.8571428571429
"Greater London","Grocery & pharmacy",2020-05-08,-27,73,"Google",52
"Greater London","Retail & recreation",2020-05-09,-80,20,"Google",44.7142857142857
"Greater London","Grocery & pharmacy",2020-05-09,-30,70,"Google",51.4285714285714
"Greater London","Retail & recreation",2020-05-10,-83,17,"Google",43.4285714285714
"Greater London","Grocery & pharmacy",2020-05-10,-41,59,"Google",48.2857142857143
"Greater London","Retail & recreation",2020-05-11,-75,25,"Google",40.7142857142857
"Greater London","Grocery & pharmacy",2020-05-11,-28,72,"Google",48
"Greater London","Retail & recreation",2020-05-12,-75,25,"Google",41.1428571428571
"Greater London","Grocery & pharmacy",2020-05-12,-27,73,"Google",48.7142857142857
"Greater London","Retail & recreation",2020-05-13,-77,23,"Google",42
"Greater London","Grocery & pharmacy",2020-05-13,-29,71,"Google",49.7142857142857
"Greater London","Retail & recreation",2020-05-14,-75,25,"Google",44.8571428571429
"Greater London","Grocery & pharmacy",2020-05-14,-26,74,"Google",51.8571428571429
"Greater London","Retail & recreation",2020-05-15,-75,25,"Google",45.1428571428571
"Greater London","Grocery & pharmacy",2020-05-15,-24,76,"Google",52.4285714285714
"Greater London","Retail & recreation",2020-05-16,-78,22,"Google",45.1428571428571
"Greater London","Grocery & pharmacy",2020-05-16,-28,72,"Google",52.1428571428571
"Greater London","Retail & recreation",2020-05-17,-77,23,"Google",45.2857142857143
"Greater London","Grocery & pharmacy",2020-05-17,-31,69,"Google",51.5714285714286
"Greater London","Retail & recreation",2020-05-18,-70,30,"Google",45.2857142857143
"Greater London","Grocery & pharmacy",2020-05-18,-22,78,"Google",52.8571428571429
"Greater London","Retail & recreation",2020-05-19,-71,29,"Google",46.1428571428571
"Greater London","Grocery & pharmacy",2020-05-19,-21,79,"Google",54.2857142857143
"Greater London","Retail & recreation",2020-05-20,-72,28,"Google",48
"Greater London","Grocery & pharmacy",2020-05-20,-19,81,"Google",56.2857142857143
"Greater London","Retail & recreation",2020-05-21,-72,28,"Google",50.4285714285714
"Greater London","Grocery & pharmacy",2020-05-21,-19,81,"Google",57.7142857142857
"Greater London","Retail & recreation",2020-05-22,-73,27,"Google",50.4285714285714
"Greater London","Grocery & pharmacy",2020-05-22,-19,81,"Google",57.8571428571429
"Greater London","Retail & recreation",2020-05-23,-76,24,"Google",50
"Greater London","Grocery & pharmacy",2020-05-23,-24,76,"Google",56.8571428571429
"Greater London","Retail & recreation",2020-05-24,-74,26,"Google",49
"Greater London","Grocery & pharmacy",2020-05-24,-28,72,"Google",55.2857142857143
"Greater London","Retail & recreation",2020-05-25,-70,30,"Google",48
"Greater London","Grocery & pharmacy",2020-05-25,-23,77,"Google",55.1428571428571
"Greater London","Retail & recreation",2020-05-26,-70,30,"Google",47.8571428571429
"Greater London","Grocery & pharmacy",2020-05-26,-19,81,"Google",56
"Greater London","Retail & recreation",2020-05-27,-71,29,"Google",49.2857142857143
"Greater London","Grocery & pharmacy",2020-05-27,-20,80,"Google",57
"Greater London","Retail & recreation",2020-05-28,-70,30,"Google",51
"Greater London","Grocery & pharmacy",2020-05-28,-18,82,"Google",58.4285714285714
"Greater London","Retail & recreation",2020-05-29,-71,29,"Google",51.5714285714286
"Greater London","Grocery & pharmacy",2020-05-29,-16,84,"Google",59.2857142857143
"Greater London","Retail & recreation",2020-05-30,-74,26,"Google",51.4285714285714
"Greater London","Grocery & pharmacy",2020-05-30,-20,80,"Google",58.7142857142857
"Greater London","Retail & recreation",2020-05-31,-73,27,"Google",51.1428571428571
"Greater London","Grocery & pharmacy",2020-05-31,-25,75,"Google",57.5714285714286
"Greater London","Retail & recreation",2020-06-01,-65,35,"Google",50.8571428571429
"Greater London","Grocery & pharmacy",2020-06-01,-16,84,"Google",58.7142857142857
"Greater London","Retail & recreation",2020-06-02,-68,32,"Google",51.2857142857143
"Greater London","Grocery & pharmacy",2020-06-02,-18,82,"Google",59.2857142857143
"Greater London","Retail & recreation",2020-06-03,-71,29,"Google",52
"Greater London","Grocery & pharmacy",2020-06-03,-23,77,"Google",59.1428571428571
"Greater London","Retail & recreation",2020-06-04,-70,30,"Google",52.7142857142857
"Greater London","Grocery & pharmacy",2020-06-04,-21,79,"Google",59
"Greater London","Retail & recreation",2020-06-05,-71,29,"Google",51.1428571428571
"Greater London","Grocery & pharmacy",2020-06-05,-20,80,"Google",58
"Greater London","Retail & recreation",2020-06-06,-75,25,"Google",49.8571428571429
"Greater London","Grocery & pharmacy",2020-06-06,-27,73,"Google",56.1428571428571
"Greater London","Retail & recreation",2020-06-07,-72,28,"Google",49.1428571428571
"Greater London","Grocery & pharmacy",2020-06-07,-27,73,"Google",55.2857142857143
"Greater London","Retail & recreation",2020-06-08,-65,35,"Google",49
"Greater London","Grocery & pharmacy",2020-06-08,-19,81,"Google",56.4285714285714
"Greater London","Retail & recreation",2020-06-09,-67,33,"Google",49.7142857142857
"Greater London","Grocery & pharmacy",2020-06-09,-20,80,"Google",57.5714285714286
"Greater London","Retail & recreation",2020-06-10,-71,29,"Google",51.2857142857143
"Greater London","Grocery & pharmacy",2020-06-10,-25,75,"Google",58
"Greater London","Retail & recreation",2020-06-11,-68,32,"Google",52.1428571428571
"Greater London","Grocery & pharmacy",2020-06-11,-21,79,"Google",58.4285714285714
"Greater London","Retail & recreation",2020-06-12,-69,31,"Google",51.2857142857143
"Greater London","Grocery & pharmacy",2020-06-12,-19,81,"Google",58.1428571428571
"Greater London","Retail & recreation",2020-06-13,-69,31,"Google",51.1428571428571
"Greater London","Grocery & pharmacy",2020-06-13,-18,82,"Google",58.7142857142857
"Greater London","Retail & recreation",2020-06-14,-68,32,"Google",52.5714285714286
"Greater London","Grocery & pharmacy",2020-06-14,-23,77,"Google",59
"Greater London","Retail & recreation",2020-06-15,-55,45,"Google",54.1428571428571
"Greater London","Grocery & pharmacy",2020-06-15,-16,84,"Google",61.7142857142857
"Greater London","Retail & recreation",2020-06-16,-59,41,"Google",56
"Greater London","Grocery & pharmacy",2020-06-16,-16,84,"Google",63.5714285714286
"Greater London","Retail & recreation",2020-06-17,-63,37,"Google",57.1428571428571
"Greater London","Grocery & pharmacy",2020-06-17,-20,80,"Google",64
"Greater London","Retail & recreation",2020-06-18,-63,37,"Google",58.2857142857143
"Greater London","Grocery & pharmacy",2020-06-18,-19,81,"Google",63.4285714285714
"Greater London","Retail & recreation",2020-06-19,-62,38,"Google",56.8571428571429
"Greater London","Grocery & pharmacy",2020-06-19,-14,86,"Google",63.2857142857143
"Greater London","Retail & recreation",2020-06-20,-63,37,"Google",56.5714285714286
"Greater London","Grocery & pharmacy",2020-06-20,-15,85,"Google",63.4285714285714
"Greater London","Retail & recreation",2020-06-21,-63,37,"Google",57.2857142857143
"Greater London","Grocery & pharmacy",2020-06-21,-22,78,"Google",63.1428571428571
"Greater London","Retail & recreation",2020-06-22,-54,46,"Google",58.1428571428571
"Greater London","Grocery & pharmacy",2020-06-22,-13,87,"Google",65.1428571428571
"Greater London","Retail & recreation",2020-06-23,-58,42,"Google",58.8571428571429
"Greater London","Grocery & pharmacy",2020-06-23,-13,87,"Google",66
"Greater London","Retail & recreation",2020-06-24,-60,40,"Google",59.5714285714286
"Greater London","Grocery & pharmacy",2020-06-24,-12,88,"Google",66.8571428571429
"Greater London","Retail & recreation",2020-06-25,-60,40,"Google",61.4285714285714
"Greater London","Grocery & pharmacy",2020-06-25,-11,89,"Google",67.5714285714286
"Greater London","Retail & recreation",2020-06-26,-61,39,"Google",60.7142857142857
"Greater London","Grocery & pharmacy",2020-06-26,-11,89,"Google",67.4285714285714
"Greater London","Retail & recreation",2020-06-27,-65,35,"Google",60
"Greater London","Grocery & pharmacy",2020-06-27,-18,82,"Google",66
"Greater London","Retail & recreation",2020-06-28,-62,38,"Google",58.8571428571429
"Greater London","Grocery & pharmacy",2020-06-28,-23,77,"Google",64.1428571428571
"Greater London","Retail & recreation",2020-06-29,-55,45,"Google",57.8571428571429
"Greater London","Grocery & pharmacy",2020-06-29,-15,85,"Google",64.4285714285714
"Greater London","Retail & recreation",2020-06-30,-58,42,"Google",57.7142857142857
"Greater London","Grocery & pharmacy",2020-06-30,-18,82,"Google",64.4285714285714
"Greater London","Retail & recreation",2020-07-01,-58,42,"Google",58.7142857142857
"Greater London","Grocery & pharmacy",2020-07-01,-17,83,"Google",65.1428571428571
"Greater London","Retail & recreation",2020-07-02,-58,42,"Google",60.1428571428571
"Greater London","Grocery & pharmacy",2020-07-02,-17,83,"Google",65.5714285714286
"Greater London","Retail & recreation",2020-07-03,-58,42,"Google",59.4285714285714
"Greater London","Grocery & pharmacy",2020-07-03,-13,87,"Google",65.8571428571429
"Greater London","Retail & recreation",2020-07-04,-57,43,"Google",60.2857142857143
"Greater London","Grocery & pharmacy",2020-07-04,-19,81,"Google",65.8571428571429
"Greater London","Retail & recreation",2020-07-05,-52,48,"Google",60.8571428571429
"Greater London","Grocery & pharmacy",2020-07-05,-20,80,"Google",66.2857142857143
"Greater London","Retail & recreation",2020-07-06,-48,52,"Google",61.8571428571429
"Greater London","Grocery & pharmacy",2020-07-06,-15,85,"Google",68
"Greater London","Retail & recreation",2020-07-07,-52,48,"Google",62.4285714285714
"Greater London","Grocery & pharmacy",2020-07-07,-18,82,"Google",68
"Greater London","Retail & recreation",2020-07-08,-55,45,"Google",62.8571428571429
"Greater London","Grocery & pharmacy",2020-07-08,-20,80,"Google",67.4285714285714
"Greater London","Retail & recreation",2020-07-09,-54,46,"Google",62.5714285714286
"Greater London","Grocery & pharmacy",2020-07-09,-18,82,"Google",66.8571428571429
"Greater London","Retail & recreation",2020-07-10,-52,48,"Google",61.5714285714286
"Greater London","Grocery & pharmacy",2020-07-10,-14,86,"Google",67
"Greater London","Retail & recreation",2020-07-11,-54,46,"Google",61.8571428571429
"Greater London","Grocery & pharmacy",2020-07-11,-18,82,"Google",67.1428571428571
"Greater London","Retail & recreation",2020-07-12,-51,49,"Google",62.7142857142857
"Greater London","Grocery & pharmacy",2020-07-12,-20,80,"Google",67.5714285714286
"Greater London","Retail & recreation",2020-07-13,-47,53,"Google",63.4285714285714
"Greater London","Grocery & pharmacy",2020-07-13,-15,85,"Google",68.7142857142857
"Greater London","Retail & recreation",2020-07-14,-49,51,"Google",63.7142857142857
"Greater London","Grocery & pharmacy",2020-07-14,-17,83,"Google",69
"Greater London","Retail & recreation",2020-07-15,-48,52,"Google",64.7142857142857
"Greater London","Grocery & pharmacy",2020-07-15,-19,81,"Google",69.2857142857143
"Greater London","Retail & recreation",2020-07-16,-46,54,"Google",65.5714285714286
"Greater London","Grocery & pharmacy",2020-07-16,-16,84,"Google",70
"Greater London","Retail & recreation",2020-07-17,-46,54,"Google",65.5714285714286
"Greater London","Grocery & pharmacy",2020-07-17,-14,86,"Google",70.5714285714286
"Greater London","Retail & recreation",2020-07-18,-50,50,"Google",65.8571428571429
"Greater London","Grocery & pharmacy",2020-07-18,-19,81,"Google",70
"Greater London","Retail & recreation",2020-07-19,-49,51,"Google",65.7142857142857
"Greater London","Grocery & pharmacy",2020-07-19,-25,75,"Google",68.7142857142857
"Greater London","Retail & recreation",2020-07-20,-40,60,"Google",65.2857142857143
"Greater London","Grocery & pharmacy",2020-07-20,-14,86,"Google",69.8571428571429
"Greater London","Retail & recreation",2020-07-21,-44,56,"Google",65.5714285714286
"Greater London","Grocery & pharmacy",2020-07-21,-17,83,"Google",70.2857142857143
"Greater London","Retail & recreation",2020-07-22,-45,55,"Google",66.5714285714286
"Greater London","Grocery & pharmacy",2020-07-22,-18,82,"Google",71
"Greater London","Retail & recreation",2020-07-23,-45,55,"Google",68.1428571428571
"Greater London","Grocery & pharmacy",2020-07-23,-17,83,"Google",71.4285714285714
"Greater London","Retail & recreation",2020-07-24,-47,53,"Google",66.7142857142857
"Greater London","Grocery & pharmacy",2020-07-24,-18,82,"Google",70.4285714285714
"Greater London","Retail & recreation",2020-07-25,-52,48,"Google",65.4285714285714
"Greater London","Grocery & pharmacy",2020-07-25,-25,75,"Google",68.2857142857143
"Greater London","Retail & recreation",2020-07-26,-46,54,"Google",64.2857142857143
"Greater London","Grocery & pharmacy",2020-07-26,-24,76,"Google",67.2857142857143
"Greater London","Retail & recreation",2020-07-27,-44,56,"Google",63.4285714285714
"Greater London","Grocery & pharmacy",2020-07-27,-19,81,"Google",67.4285714285714
"Greater London","Retail & recreation",2020-07-28,-43,57,"Google",63.8571428571429
"Greater London","Grocery & pharmacy",2020-07-28,-17,83,"Google",68.8571428571429
"Greater London","Retail & recreation",2020-07-29,-42,58,"Google",66.4285714285714
"Greater London","Grocery & pharmacy",2020-07-29,-16,84,"Google",70.7142857142857
"Greater London","Retail & recreation",2020-07-30,-41,59,"Google",68.2857142857143
"Greater London","Grocery & pharmacy",2020-07-30,-13,87,"Google",72.7142857142857
"Greater London","Retail & recreation",2020-07-31,-46,54,"Google",68.8571428571429
"Greater London","Grocery & pharmacy",2020-07-31,-18,82,"Google",72.4285714285714
"Greater London","Retail & recreation",2020-08-01,-49,51,"Google",67.8571428571429
"Greater London","Grocery & pharmacy",2020-08-01,-21,79,"Google",70.8571428571429
"Greater London","Retail & recreation",2020-08-02,-44,56,"Google",66.8571428571429
"Greater London","Grocery & pharmacy",2020-08-02,-23,77,"Google",69.4285714285714
"Greater London","Retail & recreation",2020-08-03,-35,65,"Google",66.2857142857143
"Greater London","Grocery & pharmacy",2020-08-03,-17,83,"Google",70.4285714285714
"Greater London","Retail & recreation",2020-08-04,-36,64,"Google",67.8571428571429
"Greater London","Grocery & pharmacy",2020-08-04,-19,81,"Google",72.1428571428571
"Greater London","Retail & recreation",2020-08-05,-36,64,"Google",70
"Greater London","Grocery & pharmacy",2020-08-05,-20,80,"Google",73.4285714285714
"Greater London","Retail & recreation",2020-08-06,-42,58,"Google",70.7142857142857
"Greater London","Grocery & pharmacy",2020-08-06,-17,83,"Google",73.2857142857143
"Greater London","Retail & recreation",2020-08-07,-46,54,"Google",69.1428571428571
"Greater London","Grocery & pharmacy",2020-08-07,-18,82,"Google",71.7142857142857
"Greater London","Retail & recreation",2020-08-08,-49,51,"Google",67.4285714285714
"Greater London","Grocery & pharmacy",2020-08-08,-22,78,"Google",69.4285714285714
"Greater London","Retail & recreation",2020-08-09,-45,55,"Google",65.8571428571429
"Greater London","Grocery & pharmacy",2020-08-09,-23,77,"Google",68.5714285714286
"Greater London","Retail & recreation",2020-08-10,-32,68,"Google",66.4285714285714
"Greater London","Grocery & pharmacy",2020-08-10,-16,84,"Google",70.7142857142857
"Greater London","Retail & recreation",2020-08-11,-35,65,"Google",68.2857142857143
"Greater London","Grocery & pharmacy",2020-08-11,-19,81,"Google",72.5714285714286
"Greater London","Retail & recreation",2020-08-12,-36,64,"Google",70.5714285714286
"Greater London","Grocery & pharmacy",2020-08-12,-19,81,"Google",74.2857142857143
"Greater London","Retail & recreation",2020-08-13,-43,57,"Google",71.4285714285714
"Greater London","Grocery & pharmacy",2020-08-13,-20,80,"Google",73.1428571428571
"Greater London","Retail & recreation",2020-08-14,-45,55,"Google",69
"Greater London","Grocery & pharmacy",2020-08-14,-21,79,"Google",71
"Greater London","Retail & recreation",2020-08-15,-48,52,"Google",66.8571428571429
"Greater London","Grocery & pharmacy",2020-08-15,-25,75,"Google",68.4285714285714
"Greater London","Retail & recreation",2020-08-16,-44,56,"Google",64.8571428571429
"Greater London","Grocery & pharmacy",2020-08-16,-26,74,"Google",67.2857142857143
"Greater London","Retail & recreation",2020-08-17,-30,70,"Google",65.8571428571429
"Greater London","Grocery & pharmacy",2020-08-17,-22,78,"Google",69.1428571428571
"Greater London","Retail & recreation",2020-08-18,-31,69,"Google",67.7142857142857
"Greater London","Grocery & pharmacy",2020-08-18,-21,79,"Google",71.5714285714286
"Greater London","Retail & recreation",2020-08-19,-38,62,"Google",69.7142857142857
"Greater London","Grocery & pharmacy",2020-08-19,-29,71,"Google",71.8571428571429
"Greater London","Retail & recreation",2020-08-20,-38,62,"Google",70.1428571428571
"Greater London","Grocery & pharmacy",2020-08-20,-16,84,"Google",72.1428571428571
"Greater London","Retail & recreation",2020-08-21,-43,57,"Google",69.1428571428571
"Greater London","Grocery & pharmacy",2020-08-21,-20,80,"Google",70.7142857142857
"Greater London","Retail & recreation",2020-08-22,-45,55,"Google",67.2857142857143
"Greater London","Grocery & pharmacy",2020-08-22,-22,78,"Google",69.5714285714286
"Greater London","Retail & recreation",2020-08-23,-41,59,"Google",67.8571428571429
"Greater London","Grocery & pharmacy",2020-08-23,-25,75,"Google",69.7142857142857
"Greater London","Retail & recreation",2020-08-24,-26,74,"Google",68.2857142857143
"Greater London","Grocery & pharmacy",2020-08-24,-21,79,"Google",71.4285714285714
"Greater London","Retail & recreation",2020-08-25,-31,69,"Google",69.8571428571429
"Greater London","Grocery & pharmacy",2020-08-25,-23,77,"Google",73
