Borough,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Croydon,2021-09-16,-8.714285714285714,9.571428571428571,49.42857142857143,-31.285714285714285,-27.0,6.571428571428571
Croydon,2021-09-17,-8.714285714285714,8.428571428571429,49.0,-31.428571428571427,-27.285714285714285,6.428571428571429
Croydon,2021-09-18,-9.285714285714286,7.142857142857143,48.285714285714285,-32.142857142857146,-27.571428571428573,6.285714285714286
Croydon,2021-09-19,-10.0,5.142857142857143,41.714285714285715,-32.857142857142854,-27.714285714285715,6.428571428571429
Croydon,2021-09-20,-10.285714285714286,4.142857142857143,38.142857142857146,-33.285714285714285,-27.714285714285715,6.428571428571429
Croydon,2021-09-21,-9.571428571428571,3.857142857142857,44.42857142857143,-33.285714285714285,-27.285714285714285,6.0
Croydon,2021-09-22,-10.0,2.857142857142857,45.857142857142854,-33.285714285714285,-26.857142857142858,5.857142857142857
Croydon,2021-09-23,-10.428571428571429,2.142857142857143,43.285714285714285,-33.285714285714285,-26.428571428571427,6.0
Croydon,2021-09-24,-10.285714285714286,3.5714285714285716,44.857142857142854,-32.714285714285715,-26.0,5.857142857142857
Croydon,2021-09-25,-10.571428571428571,4.142857142857143,43.42857142857143,-31.571428571428573,-26.0,6.0
Croydon,2021-09-26,-10.428571428571429,6.0,48.142857142857146,-30.0,-25.714285714285715,6.0
Croydon,2021-09-27,-10.428571428571429,6.571428571428571,48.857142857142854,-28.571428571428573,-25.571428571428573,6.0
Croydon,2021-09-28,-11.285714285714286,6.714285714285714,44.285714285714285,-27.571428571428573,-25.571428571428573,6.285714285714286
Croydon,2021-09-29,-11.714285714285714,7.0,41.714285714285715,-26.857142857142858,-25.857142857142858,6.428571428571429
Croydon,2021-09-30,-12.0,7.0,36.714285714285715,-26.571428571428573,-26.0,6.571428571428571
Croydon,2021-10-01,-12.571428571428571,5.714285714285714,31.714285714285715,-26.857142857142858,-26.142857142857142,7.0
Croydon,2021-10-02,-12.857142857142858,4.285714285714286,22.285714285714285,-28.428571428571427,-26.285714285714285,7.428571428571429
Croydon,2021-10-03,-11.142857142857142,4.0,19.285714285714285,-27.857142857142858,-26.428571428571427,7.571428571428571
Croydon,2021-10-04,-11.142857142857142,3.7142857142857144,16.857142857142858,-29.285714285714285,-26.428571428571427,7.571428571428571
Croydon,2021-10-05,-10.428571428571429,3.4285714285714284,15.142857142857142,-30.142857142857142,-26.428571428571427,7.571428571428571
Croydon,2021-10-06,-9.428571428571429,3.2857142857142856,15.285714285714286,-30.714285714285715,-26.142857142857142,7.571428571428571
Croydon,2021-10-07,-9.0,3.142857142857143,18.142857142857142,-31.0,-26.0,7.428571428571429
Croydon,2021-10-08,-8.571428571428571,3.0,19.0,-31.285714285714285,-25.857142857142858,7.285714285714286
Croydon,2021-10-09,-7.142857142857143,4.285714285714286,27.142857142857142,-30.857142857142858,-25.428571428571427,6.857142857142857
Croydon,2021-10-10,-8.142857142857142,3.5714285714285716,26.0,-33.0,-25.428571428571427,6.714285714285714
Croydon,2021-10-11,-8.0,3.2857142857142856,27.714285714285715,-32.714285714285715,-25.142857142857142,6.714285714285714
Croydon,2021-10-12,-8.0,3.2857142857142856,29.428571428571427,-32.857142857142854,-24.857142857142858,6.571428571428571
Croydon,2021-10-13,-8.571428571428571,3.0,27.0,-33.142857142857146,-24.714285714285715,6.571428571428571
Croydon,2021-10-14,-8.714285714285714,2.857142857142857,26.0,-33.42857142857143,-24.571428571428573,6.428571428571429
Croydon,2021-10-15,-9.0,3.0,25.571428571428573,-33.857142857142854,-24.428571428571427,6.428571428571429
Croydon,2021-10-16,-9.571428571428571,2.5714285714285716,21.857142857142858,-34.714285714285715,-24.571428571428573,6.571428571428571
Croydon,2021-10-17,-9.714285714285714,2.5714285714285716,22.142857142857142,-35.0,-24.428571428571427,6.571428571428571
Croydon,2021-10-18,-10.142857142857142,2.2857142857142856,18.857142857142858,-35.57142857142857,-25.0,6.714285714285714
Croydon,2021-10-19,-10.285714285714286,2.142857142857143,17.285714285714285,-35.857142857142854,-25.428571428571427,6.857142857142857
Croydon,2021-10-20,-10.428571428571429,1.7142857142857142,15.571428571428571,-36.0,-26.0,7.0
Croydon,2021-10-21,-10.0,1.5714285714285714,15.0,-36.142857142857146,-26.428571428571427,7.142857142857143
Croydon,2021-10-22,-9.428571428571429,1.5714285714285714,14.0,-36.142857142857146,-27.0,7.285714285714286
Croydon,2021-10-23,-8.428571428571429,1.8571428571428572,15.428571428571429,-34.857142857142854,-27.285714285714285,7.142857142857143
Croydon,2021-10-24,-8.571428571428571,1.7142857142857142,16.428571428571427,-34.42857142857143,-27.714285714285715,7.142857142857143
Croydon,2021-10-25,-7.142857142857143,2.142857142857143,18.428571428571427,-34.714285714285715,-28.714285714285715,7.285714285714286
Croydon,2021-10-26,-5.857142857142857,2.4285714285714284,18.857142857142858,-34.857142857142854,-29.714285714285715,7.428571428571429
Croydon,2021-10-27,-4.142857142857143,3.0,21.714285714285715,-35.285714285714285,-30.714285714285715,7.571428571428571
Croydon,2021-10-28,-3.0,3.142857142857143,21.857142857142858,-35.42857142857143,-31.714285714285715,7.714285714285714
Croydon,2021-10-29,-2.7142857142857144,3.0,20.0,-35.714285714285715,-32.714285714285715,7.857142857142857
Croydon,2021-10-30,-3.4285714285714284,3.4285714285714284,19.0,-36.42857142857143,-32.857142857142854,7.857142857142857
Croydon,2021-10-31,-3.5714285714285716,3.857142857142857,15.428571428571429,-36.714285714285715,-33.0,8.0
Croydon,2021-11-01,-4.428571428571429,4.0,14.571428571428571,-36.285714285714285,-31.714285714285715,7.714285714285714
Croydon,2021-11-02,-5.285714285714286,4.285714285714286,15.0,-35.57142857142857,-30.428571428571427,7.428571428571429
Croydon,2021-11-03,-6.857142857142857,4.142857142857143,11.428571428571429,-34.714285714285715,-29.0,7.142857142857143
Croydon,2021-11-04,-8.571428571428571,4.428571428571429,8.571428571428571,-34.142857142857146,-27.714285714285715,7.0
Croydon,2021-11-05,-9.142857142857142,5.0,10.428571428571429,-33.285714285714285,-26.428571428571427,6.857142857142857
Croydon,2021-11-06,-8.142857142857142,4.857142857142857,9.142857142857142,-32.142857142857146,-26.285714285714285,7.0
Croydon,2021-11-07,-7.285714285714286,5.285714285714286,11.857142857142858,-31.142857142857142,-26.142857142857142,6.857142857142857
Croydon,2021-11-08,-7.714285714285714,5.571428571428571,11.428571428571429,-30.857142857142858,-25.714285714285715,6.857142857142857
Croydon,2021-11-09,-8.142857142857142,5.428571428571429,11.0,-30.857142857142858,-25.428571428571427,6.857142857142857
Croydon,2021-11-10,-8.428571428571429,5.428571428571429,10.857142857142858,-30.857142857142858,-25.142857142857142,6.857142857142857
Croydon,2021-11-11,-8.0,5.428571428571429,12.857142857142858,-30.571428571428573,-24.714285714285715,6.857142857142857
Croydon,2021-11-12,-8.428571428571429,5.0,10.428571428571429,-30.714285714285715,-24.428571428571427,6.857142857142857
Croydon,2021-11-13,-9.285714285714286,5.142857142857143,10.714285714285714,-31.714285714285715,-24.285714285714285,6.857142857142857
Croydon,2021-11-14,-9.571428571428571,4.714285714285714,8.0,-32.42857142857143,-24.285714285714285,7.0
Croydon,2021-11-15,-9.571428571428571,4.571428571428571,7.571428571428571,-32.42857142857143,-24.428571428571427,7.0
Croydon,2021-11-16,-9.428571428571429,5.0,7.428571428571429,-32.285714285714285,-24.428571428571427,7.0
Croydon,2021-11-17,-9.0,5.285714285714286,9.285714285714286,-32.285714285714285,-24.428571428571427,7.0
Croydon,2021-11-18,-9.285714285714286,5.285714285714286,8.857142857142858,-32.285714285714285,-24.571428571428573,7.0
Croydon,2021-11-19,-8.857142857142858,5.714285714285714,10.428571428571429,-32.142857142857146,-24.571428571428573,7.0
Croydon,2021-11-20,-9.285714285714286,5.285714285714286,10.0,-32.142857142857146,-24.571428571428573,7.0
Ealing,2021-01-01,-18.714285714285715,-2.857142857142857,10.714285714285714,-39.285714285714285,-35.285714285714285,11.714285714285714
Ealing,2021-01-02,-26.428571428571427,-7.285714285714286,12.285714285714286,-44.0,-37.142857142857146,13.0
Ealing,2021-01-03,-34.0,-11.857142857142858,11.571428571428571,-48.0,-37.42857142857143,13.571428571428571
Ealing,2021-01-04,-40.142857142857146,-14.714285714285714,9.857142857142858,-51.857142857142854,-41.285714285714285,15.571428571428571
Ealing,2021-01-05,-46.57142857142857,-19.0,6.0,-56.285714285714285,-45.142857142857146,17.857142857142858
Ealing,2021-01-06,-52.285714285714285,-23.142857142857142,7.714285714285714,-61.0,-48.857142857142854,20.142857142857142
Ealing,2021-01-07,-57.714285714285715,-25.428571428571427,9.857142857142858,-66.14285714285714,-55.42857142857143,23.428571428571427
Ealing,2021-01-08,-54.857142857142854,-20.285714285714285,9.428571428571429,-63.857142857142854,-51.57142857142857,22.142857142857142
Ealing,2021-01-09,-54.714285714285715,-19.571428571428573,9.0,-63.285714285714285,-50.857142857142854,22.0
Ealing,2021-01-10,-55.142857142857146,-19.857142857142858,5.857142857142857,-64.0,-51.42857142857143,22.142857142857142
Ealing,2021-01-11,-55.57142857142857,-20.428571428571427,7.714285714285714,-64.28571428571429,-51.57142857142857,22.142857142857142
Ealing,2021-01-12,-55.57142857142857,-20.571428571428573,10.428571428571429,-64.42857142857143,-51.714285714285715,22.142857142857142
Ealing,2021-01-13,-55.857142857142854,-21.285714285714285,4.857142857142857,-64.57142857142857,-52.0,22.142857142857142
Ealing,2021-01-14,-56.42857142857143,-22.142857142857142,-1.4285714285714286,-64.85714285714286,-52.285714285714285,22.142857142857142
Ealing,2021-01-15,-56.285714285714285,-21.857142857142858,1.4285714285714286,-64.71428571428571,-52.42857142857143,22.0
Ealing,2021-01-16,-56.57142857142857,-22.285714285714285,-3.2857142857142856,-64.85714285714286,-52.714285714285715,22.0
Ealing,2021-01-17,-56.142857142857146,-21.714285714285715,2.4285714285714284,-64.14285714285714,-52.857142857142854,21.714285714285715
Ealing,2021-01-18,-56.142857142857146,-21.714285714285715,3.5714285714285716,-64.0,-53.0,21.714285714285715
Ealing,2021-01-19,-56.142857142857146,-22.0,3.5714285714285716,-63.857142857142854,-53.0,21.571428571428573
Ealing,2021-01-20,-56.285714285714285,-22.142857142857142,3.142857142857143,-63.857142857142854,-53.0,21.571428571428573
Ealing,2021-01-21,-55.57142857142857,-21.142857142857142,10.857142857142858,-63.42857142857143,-52.857142857142854,21.428571428571427
Ealing,2021-01-22,-55.285714285714285,-20.714285714285715,13.857142857142858,-63.142857142857146,-52.714285714285715,21.285714285714285
Ealing,2021-01-23,-54.57142857142857,-19.857142857142858,18.285714285714285,-62.857142857142854,-52.42857142857143,21.0
Ealing,2021-01-24,-55.57142857142857,-21.285714285714285,24.0,-63.142857142857146,-53.142857142857146,21.142857142857142
Ealing,2021-01-25,-55.42857142857143,-21.142857142857142,25.428571428571427,-62.857142857142854,-53.142857142857146,21.142857142857142
Ealing,2021-01-26,-55.42857142857143,-21.0,23.571428571428573,-62.857142857142854,-53.142857142857146,21.142857142857142
Ealing,2021-01-27,-55.0,-20.142857142857142,28.571428571428573,-62.57142857142857,-53.0,21.0
Ealing,2021-01-28,-54.714285714285715,-20.0,28.428571428571427,-62.42857142857143,-52.857142857142854,20.857142857142858
Ealing,2021-01-29,-54.57142857142857,-19.714285714285715,25.285714285714285,-62.285714285714285,-52.857142857142854,20.857142857142858
Ealing,2021-01-30,-55.0,-20.285714285714285,16.714285714285715,-62.42857142857143,-53.0,21.142857142857142
Ealing,2021-01-31,-53.857142857142854,-18.428571428571427,6.571428571428571,-62.0,-52.285714285714285,21.0
Ealing,2021-02-01,-53.714285714285715,-18.428571428571427,4.857142857142857,-61.857142857142854,-52.0,20.857142857142858
Ealing,2021-02-02,-53.142857142857146,-17.714285714285715,10.0,-61.42857142857143,-51.857142857142854,20.714285714285715
Ealing,2021-02-03,-52.857142857142854,-17.571428571428573,10.428571428571429,-61.42857142857143,-51.714285714285715,20.571428571428573
Ealing,2021-02-04,-53.0,-17.857142857142858,6.714285714285714,-61.57142857142857,-51.57142857142857,20.714285714285715
Ealing,2021-02-05,-52.57142857142857,-17.285714285714285,10.285714285714286,-61.714285714285715,-51.42857142857143,20.571428571428573
Ealing,2021-02-06,-51.857142857142854,-16.142857142857142,18.857142857142858,-61.42857142857143,-51.0,20.285714285714285
Ealing,2021-02-07,-52.42857142857143,-17.142857142857142,14.0,-62.142857142857146,-51.285714285714285,20.428571428571427
Ealing,2021-02-08,-52.714285714285715,-17.571428571428573,11.0,-62.57142857142857,-51.42857142857143,20.571428571428573
Ealing,2021-02-09,-53.285714285714285,-18.0,5.571428571428571,-63.142857142857146,-51.42857142857143,20.714285714285715
Ealing,2021-02-10,-52.857142857142854,-17.428571428571427,5.571428571428571,-63.142857142857146,-51.285714285714285,20.714285714285715
Ealing,2021-02-11,-52.42857142857143,-16.428571428571427,5.571428571428571,-63.142857142857146,-51.142857142857146,20.714285714285715
Ealing,2021-02-12,-52.42857142857143,-16.571428571428573,0.2857142857142857,-63.42857142857143,-51.0,20.857142857142858
Ealing,2021-02-13,-52.0,-16.0,-2.7142857142857144,-63.714285714285715,-51.0,20.857142857142858
Ealing,2021-02-14,-50.857142857142854,-14.571428571428571,1.0,-63.285714285714285,-50.57142857142857,20.714285714285715
Ealing,2021-02-15,-49.42857142857143,-13.0,9.428571428571429,-62.714285714285715,-50.57142857142857,20.428571428571427
Ealing,2021-02-16,-48.42857142857143,-12.142857142857142,13.0,-62.285714285714285,-50.714285714285715,20.285714285714285
Ealing,2021-02-17,-48.42857142857143,-12.571428571428571,10.857142857142858,-62.142857142857146,-51.0,20.285714285714285
Ealing,2021-02-18,-47.857142857142854,-12.285714285714286,17.428571428571427,-61.857142857142854,-51.42857142857143,20.142857142857142
Ealing,2021-02-19,-47.57142857142857,-12.142857142857142,21.857142857142858,-61.42857142857143,-51.714285714285715,20.0
Ealing,2021-02-20,-47.285714285714285,-12.0,32.142857142857146,-60.714285714285715,-51.42857142857143,19.714285714285715
Ealing,2021-02-21,-46.857142857142854,-11.857142857142858,42.142857142857146,-59.857142857142854,-51.0,19.571428571428573
Ealing,2021-02-22,-47.42857142857143,-12.428571428571429,37.714285714285715,-59.857142857142854,-50.57142857142857,19.571428571428573
Ealing,2021-02-23,-46.714285714285715,-12.0,47.714285714285715,-59.285714285714285,-50.0,19.285714285714285
Ealing,2021-02-24,-46.142857142857146,-11.0,57.857142857142854,-59.0,-49.57142857142857,19.0
Ealing,2021-02-25,-46.0,-10.857142857142858,57.714285714285715,-58.714285714285715,-49.0,18.857142857142858
Ealing,2021-02-26,-45.285714285714285,-9.714285714285714,68.71428571428571,-58.285714285714285,-48.42857142857143,18.571428571428573
Ealing,2021-02-27,-44.714285714285715,-9.0,76.42857142857143,-57.42857142857143,-48.142857142857146,18.428571428571427
Ealing,2021-02-28,-44.57142857142857,-8.285714285714286,77.57142857142857,-57.42857142857143,-47.857142857142854,18.285714285714285
Ealing,2021-03-01,-43.57142857142857,-7.285714285714286,85.71428571428571,-57.142857142857146,-47.714285714285715,18.142857142857142
Ealing,2021-03-02,-43.714285714285715,-7.0,81.57142857142857,-57.285714285714285,-47.57142857142857,18.142857142857142
Ealing,2021-03-03,-44.142857142857146,-7.428571428571429,73.28571428571429,-57.142857142857146,-47.42857142857143,18.285714285714285
Ealing,2021-03-04,-44.142857142857146,-7.142857142857143,70.14285714285714,-57.142857142857146,-47.285714285714285,18.285714285714285
Ealing,2021-03-05,-44.42857142857143,-7.428571428571429,58.857142857142854,-57.142857142857146,-47.142857142857146,18.285714285714285
Ealing,2021-03-06,-44.57142857142857,-7.714285714285714,46.714285714285715,-57.57142857142857,-47.142857142857146,18.428571428571427
Ealing,2021-03-07,-44.285714285714285,-7.285714285714286,47.142857142857146,-57.0,-47.0,18.428571428571427
Ealing,2021-03-08,-44.0,-6.285714285714286,46.857142857142854,-56.42857142857143,-46.42857142857143,18.142857142857142
Ealing,2021-03-09,-43.285714285714285,-5.571428571428571,55.285714285714285,-55.57142857142857,-45.714285714285715,17.714285714285715
Ealing,2021-03-10,-43.285714285714285,-5.428571428571429,52.57142857142857,-55.285714285714285,-45.142857142857146,17.428571428571427
Ealing,2021-03-11,-43.142857142857146,-5.142857142857143,54.714285714285715,-54.57142857142857,-44.42857142857143,17.0
Ealing,2021-03-12,-42.857142857142854,-4.428571428571429,56.0,-54.0,-43.857142857142854,16.714285714285715
Ealing,2021-03-13,-42.857142857142854,-3.857142857142857,52.857142857142854,-53.857142857142854,-43.714285714285715,16.714285714285715
Ealing,2021-03-14,-42.714285714285715,-3.7142857142857144,46.0,-53.857142857142854,-43.285714285714285,16.714285714285715
Ealing,2021-03-15,-42.857142857142854,-4.142857142857143,44.285714285714285,-53.285714285714285,-43.0,16.571428571428573
Ealing,2021-03-16,-43.42857142857143,-4.142857142857143,37.285714285714285,-53.0,-43.0,16.571428571428573
Ealing,2021-03-17,-42.714285714285715,-3.0,45.42857142857143,-52.42857142857143,-42.857142857142854,16.285714285714285
Ealing,2021-03-18,-42.714285714285715,-2.5714285714285716,45.142857142857146,-52.285714285714285,-42.714285714285715,16.285714285714285
Ealing,2021-03-19,-42.42857142857143,-2.0,53.0,-51.714285714285715,-42.57142857142857,16.0
Ealing,2021-03-20,-42.57142857142857,-2.142857142857143,58.57142857142857,-51.57142857142857,-42.285714285714285,15.857142857142858
Ealing,2021-03-21,-42.857142857142854,-2.0,66.28571428571429,-51.714285714285715,-42.42857142857143,15.857142857142858
Ealing,2021-03-22,-42.57142857142857,-1.0,76.14285714285714,-51.714285714285715,-42.285714285714285,15.714285714285714
Ealing,2021-03-23,-42.42857142857143,-0.7142857142857143,80.0,-51.857142857142854,-42.142857142857146,15.571428571428571
Ealing,2021-03-24,-42.142857142857146,-0.42857142857142855,82.71428571428571,-52.0,-42.0,15.571428571428571
Ealing,2021-03-25,-41.857142857142854,-0.14285714285714285,85.14285714285714,-52.0,-42.0,15.428571428571429
Ealing,2021-03-26,-42.142857142857146,-0.8571428571428571,75.28571428571429,-52.42857142857143,-42.0,15.571428571428571
Ealing,2021-03-27,-41.714285714285715,-0.2857142857142857,77.85714285714286,-52.0,-42.0,15.428571428571429
Ealing,2021-03-28,-42.142857142857146,-1.1428571428571428,71.0,-52.0,-42.285714285714285,15.428571428571429
Ealing,2021-03-29,-41.57142857142857,-1.0,79.57142857142857,-51.857142857142854,-42.285714285714285,15.285714285714286
Ealing,2021-03-30,-40.57142857142857,0.14285714285714285,99.57142857142857,-51.0,-42.142857142857146,15.0
Ealing,2021-03-31,-39.57142857142857,1.2857142857142858,111.28571428571429,-50.142857142857146,-42.142857142857146,14.714285714285714
Ealing,2021-04-01,-37.857142857142854,3.2857142857142856,122.14285714285714,-49.714285714285715,-42.57142857142857,14.428571428571429
Ealing,2021-04-02,-37.714285714285715,3.857142857142857,136.71428571428572,-51.142857142857146,-46.142857142857146,15.285714285714286
Ealing,2021-04-03,-38.142857142857146,4.285714285714286,133.71428571428572,-51.857142857142854,-47.285714285714285,15.285714285714286
Ealing,2021-04-04,-38.857142857142854,2.142857142857143,153.42857142857142,-51.142857142857146,-47.857142857142854,14.714285714285714
Ealing,2021-04-05,-40.285714285714285,-0.2857142857142857,145.14285714285714,-53.857142857142854,-52.142857142857146,16.142857142857142
Ealing,2021-04-06,-40.714285714285715,-1.5714285714285714,123.14285714285714,-54.857142857142854,-53.285714285714285,16.714285714285715
Ealing,2021-04-07,-41.42857142857143,-2.857142857142857,110.71428571428571,-55.42857142857143,-54.285714285714285,17.142857142857142
Ealing,2021-04-08,-42.714285714285715,-5.0,105.14285714285714,-56.0,-54.57142857142857,17.571428571428573
Ealing,2021-04-09,-42.42857142857143,-5.285714285714286,101.85714285714286,-54.42857142857143,-51.714285714285715,16.714285714285715
Ealing,2021-04-10,-42.42857142857143,-6.285714285714286,97.28571428571429,-53.714285714285715,-50.57142857142857,16.714285714285715
Ealing,2021-04-11,-40.714285714285715,-3.0,83.57142857142857,-53.57142857142857,-49.57142857142857,17.0
Ealing,2021-04-12,-35.857142857142854,-0.7142857142857143,74.85714285714286,-50.285714285714285,-45.857142857142854,15.428571428571429
Ealing,2021-04-13,-33.285714285714285,0.14285714285714285,75.57142857142857,-49.285714285714285,-45.57142857142857,15.0
Ealing,2021-04-14,-30.285714285714285,0.8571428571428571,77.71428571428571,-48.57142857142857,-45.142857142857146,14.428571428571429
Ealing,2021-04-15,-27.857142857142858,1.4285714285714286,73.0,-47.57142857142857,-45.0,14.0
Ealing,2021-04-16,-25.571428571428573,1.7142857142857142,70.85714285714286,-46.857142857142854,-44.857142857142854,13.571428571428571
Ealing,2021-04-17,-22.571428571428573,2.4285714285714284,82.57142857142857,-45.0,-44.142857142857146,12.857142857142858
Ealing,2021-04-18,-19.857142857142858,3.4285714285714284,87.57142857142857,-43.42857142857143,-43.285714285714285,12.285714285714286
Ealing,2021-04-19,-21.428571428571427,3.857142857142857,95.71428571428571,-43.0,-42.142857142857146,12.0
Ealing,2021-04-20,-21.714285714285715,4.0,98.28571428571429,-42.285714285714285,-40.714285714285715,11.571428571428571
Ealing,2021-04-21,-22.285714285714285,4.142857142857143,96.71428571428571,-41.714285714285715,-39.42857142857143,11.428571428571429
Ealing,2021-04-22,-22.142857142857142,4.285714285714286,103.42857142857143,-41.0,-37.857142857142854,11.0
Ealing,2021-04-23,-22.0,4.428571428571429,105.42857142857143,-40.0,-36.42857142857143,10.571428571428571
Ealing,2021-04-24,-21.714285714285715,4.571428571428571,106.85714285714286,-39.42857142857143,-36.42857142857143,10.428571428571429
Ealing,2021-04-25,-22.0,3.857142857142857,102.0,-39.714285714285715,-36.0,10.571428571428571
Ealing,2021-04-26,-22.0,3.4285714285714284,96.42857142857143,-39.714285714285715,-35.714285714285715,10.714285714285714
Ealing,2021-04-27,-22.285714285714285,3.2857142857142856,94.28571428571429,-39.714285714285715,-35.42857142857143,10.714285714285714
Ealing,2021-04-28,-23.428571428571427,2.5714285714285716,86.71428571428571,-39.857142857142854,-35.285714285714285,10.714285714285714
Ealing,2021-04-29,-23.571428571428573,2.7142857142857144,81.28571428571429,-39.857142857142854,-35.285714285714285,10.714285714285714
Ealing,2021-04-30,-23.285714285714285,3.2857142857142856,76.14285714285714,-39.857142857142854,-35.142857142857146,10.714285714285714
Ealing,2021-05-01,-23.142857142857142,3.2857142857142856,69.71428571428571,-40.57142857142857,-35.0,10.857142857142858
Ealing,2021-05-02,-22.857142857142858,3.0,68.0,-39.857142857142854,-35.42857142857143,10.714285714285714
Ealing,2021-05-03,-22.857142857142858,1.0,63.57142857142857,-42.57142857142857,-40.142857142857146,12.0
Ealing,2021-05-04,-23.285714285714285,1.0,57.0,-42.857142857142854,-40.285714285714285,12.142857142857142
Ealing,2021-05-05,-22.428571428571427,1.5714285714285714,59.857142857142854,-42.714285714285715,-40.285714285714285,12.142857142857142
Ealing,2021-05-06,-22.285714285714285,1.7142857142857142,61.285714285714285,-42.857142857142854,-40.42857142857143,12.142857142857142
Ealing,2021-05-07,-22.714285714285715,1.1428571428571428,61.42857142857143,-43.0,-40.285714285714285,12.142857142857142
Ealing,2021-05-08,-23.571428571428573,0.8571428571428571,52.0,-43.285714285714285,-40.142857142857146,12.571428571428571
Ealing,2021-05-09,-23.0,1.4285714285714286,56.714285714285715,-43.142857142857146,-39.714285714285715,12.714285714285714
Ealing,2021-05-10,-22.857142857142858,3.4285714285714284,58.57142857142857,-40.42857142857143,-34.857142857142854,11.285714285714286
Ealing,2021-05-11,-21.571428571428573,3.5714285714285716,64.42857142857143,-40.0,-34.57142857142857,11.142857142857142
Ealing,2021-05-12,-19.571428571428573,4.428571428571429,72.42857142857143,-39.57142857142857,-34.57142857142857,11.0
Ealing,2021-05-13,-19.428571428571427,3.857142857142857,67.14285714285714,-39.42857142857143,-34.857142857142854,11.0
Ealing,2021-05-14,-19.0,3.857142857142857,66.71428571428571,-39.42857142857143,-35.142857142857146,11.142857142857142
Ealing,2021-05-15,-18.142857142857142,3.857142857142857,72.0,-39.142857142857146,-35.42857142857143,10.857142857142858
Ealing,2021-05-16,-19.0,3.2857142857142856,60.714285714285715,-40.285714285714285,-35.714285714285715,11.0
Ealing,2021-05-17,-18.714285714285715,2.7142857142857144,55.285714285714285,-40.0,-35.57142857142857,11.0
Ealing,2021-05-18,-18.714285714285715,2.7142857142857144,51.857142857142854,-40.142857142857146,-35.42857142857143,10.857142857142858
Ealing,2021-05-19,-19.0,2.2857142857142856,49.285714285714285,-40.42857142857143,-35.142857142857146,10.714285714285714
Ealing,2021-05-20,-18.571428571428573,2.4285714285714284,48.142857142857146,-40.714285714285715,-34.42857142857143,10.571428571428571
Ealing,2021-05-21,-18.714285714285715,2.142857142857143,41.285714285714285,-40.714285714285715,-34.0,10.428571428571429
Ealing,2021-05-22,-18.285714285714285,2.4285714285714284,40.857142857142854,-40.285714285714285,-33.285714285714285,10.0
Ealing,2021-05-23,-17.857142857142858,2.142857142857143,39.57142857142857,-39.857142857142854,-33.0,9.714285714285714
Ealing,2021-05-24,-18.285714285714285,2.5714285714285716,38.857142857142854,-40.142857142857146,-33.142857142857146,9.714285714285714
Ealing,2021-05-25,-17.857142857142858,3.142857142857143,39.142857142857146,-40.142857142857146,-33.142857142857146,9.714285714285714
Ealing,2021-05-26,-17.857142857142858,3.4285714285714284,39.142857142857146,-40.142857142857146,-33.0,9.571428571428571
Ealing,2021-05-27,-17.0,4.142857142857143,50.42857142857143,-39.57142857142857,-32.714285714285715,9.285714285714286
Ealing,2021-05-28,-15.428571428571429,5.142857142857143,57.57142857142857,-39.42857142857143,-32.57142857142857,8.857142857142858
Ealing,2021-05-29,-14.857142857142858,5.142857142857143,66.57142857142857,-38.57142857142857,-32.285714285714285,8.428571428571429
Ealing,2021-05-30,-13.142857142857142,5.857142857142857,80.42857142857143,-36.857142857142854,-31.714285714285715,7.714285714285714
Ealing,2021-05-31,-10.714285714285714,5.285714285714286,108.71428571428571,-38.57142857142857,-36.42857142857143,7.857142857142857
Ealing,2021-06-01,-9.428571428571429,5.714285714285714,122.57142857142857,-38.714285714285715,-38.0,7.714285714285714
Ealing,2021-06-02,-8.857142857142858,6.0,129.28571428571428,-38.857142857142854,-39.42857142857143,7.714285714285714
Ealing,2021-06-03,-8.428571428571429,6.0,132.71428571428572,-39.285714285714285,-41.0,7.857142857142857
Ealing,2021-06-04,-9.857142857142858,4.428571428571429,123.42857142857143,-39.857142857142854,-42.285714285714285,8.428571428571429
Ealing,2021-06-05,-9.857142857142858,4.857142857142857,125.85714285714286,-39.857142857142854,-41.714285714285715,8.428571428571429
Ealing,2021-06-06,-10.428571428571429,5.285714285714286,123.14285714285714,-40.57142857142857,-40.857142857142854,8.714285714285714
Ealing,2021-06-07,-11.142857142857142,7.285714285714286,108.85714285714286,-38.57142857142857,-36.0,8.285714285714286
Ealing,2021-06-08,-11.857142857142858,7.714285714285714,105.57142857142857,-38.285714285714285,-34.142857142857146,8.285714285714286
Ealing,2021-06-09,-11.714285714285714,8.571428571428571,106.28571428571429,-37.57142857142857,-32.57142857142857,8.142857142857142
Ealing,2021-06-10,-12.0,9.428571428571429,101.42857142857143,-37.0,-31.0,8.0
Ealing,2021-06-11,-10.857142857142858,11.428571428571429,114.85714285714286,-35.857142857142854,-29.428571428571427,7.428571428571429
Ealing,2021-06-12,-10.857142857142858,11.857142857142858,114.0,-35.714285714285715,-29.428571428571427,7.428571428571429
Ealing,2021-06-13,-11.428571428571429,11.857142857142858,115.28571428571429,-35.714285714285715,-29.857142857142858,7.142857142857143
Ealing,2021-06-14,-11.714285714285714,12.0,113.85714285714286,-35.42857142857143,-29.714285714285715,7.142857142857143
Ealing,2021-06-15,-11.714285714285714,12.0,111.42857142857143,-35.142857142857146,-29.714285714285715,7.0
