Borough,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
Bexley,2020-11-12,-51.857142857142854,-9.714285714285714,41.714285714285715,-49.57142857142857,-40.57142857142857,16.571428571428573
Bexley,2020-11-13,-51.142857142857146,-8.571428571428571,42.57142857142857,-49.142857142857146,-40.57142857142857,16.571428571428573
Bexley,2020-11-14,-50.714285714285715,-8.285714285714286,32.57142857142857,-49.42857142857143,-40.857142857142854,16.571428571428573
Bexley,2020-11-15,-50.714285714285715,-8.285714285714286,25.142857142857142,-50.142857142857146,-41.0,16.571428571428573
Bexley,2020-11-16,-50.57142857142857,-8.142857142857142,23.0,-50.285714285714285,-41.142857142857146,16.714285714285715
Bexley,2020-11-17,-50.57142857142857,-8.0,21.571428571428573,-50.857142857142854,-41.0,16.714285714285715
Bexley,2020-11-18,-50.714285714285715,-8.0,22.571428571428573,-51.0,-41.0,16.714285714285715
Bexley,2020-11-19,-51.0,-8.428571428571429,17.142857142857142,-51.285714285714285,-41.142857142857146,16.857142857142858
Bexley,2020-11-20,-51.0,-8.571428571428571,13.0,-51.57142857142857,-41.285714285714285,16.857142857142858
Bexley,2020-11-21,-50.714285714285715,-8.142857142857142,17.714285714285715,-51.0,-40.857142857142854,16.714285714285715
Bexley,2020-11-22,-50.142857142857146,-7.428571428571429,25.428571428571427,-49.857142857142854,-40.42857142857143,16.571428571428573
Bexley,2020-11-23,-49.714285714285715,-7.0,26.0,-49.857142857142854,-40.42857142857143,16.428571428571427
Bexley,2020-11-24,-49.714285714285715,-6.857142857142857,27.428571428571427,-49.714285714285715,-40.57142857142857,16.428571428571427
Bexley,2020-11-25,-49.42857142857143,-6.857142857142857,24.142857142857142,-49.714285714285715,-40.57142857142857,16.428571428571427
Bexley,2020-11-26,-49.0,-6.285714285714286,26.571428571428573,-49.714285714285715,-40.42857142857143,16.285714285714285
Bexley,2020-11-27,-48.42857142857143,-5.857142857142857,29.285714285714285,-49.57142857142857,-40.285714285714285,16.142857142857142
Bexley,2020-11-28,-47.857142857142854,-5.714285714285714,29.571428571428573,-49.42857142857143,-40.285714285714285,16.0
Bexley,2020-11-29,-47.57142857142857,-5.714285714285714,24.428571428571427,-49.285714285714285,-40.42857142857143,16.0
Bexley,2020-11-30,-47.0,-5.142857142857143,20.857142857142858,-49.142857142857146,-40.142857142857146,16.0
Bexley,2020-12-01,-46.142857142857146,-4.714285714285714,19.428571428571427,-49.0,-39.857142857142854,15.857142857142858
Bexley,2020-12-02,-42.57142857142857,-4.0,20.142857142857142,-48.142857142857146,-39.0,15.285714285714286
Bexley,2020-12-03,-39.57142857142857,-4.857142857142857,14.0,-47.714285714285715,-38.42857142857143,15.0
Bexley,2020-12-04,-36.57142857142857,-5.142857142857143,10.571428571428571,-47.0,-37.57142857142857,14.571428571428571
Bexley,2020-12-05,-32.714285714285715,-4.857142857142857,9.571428571428571,-44.57142857142857,-35.57142857142857,14.0
Bexley,2020-12-06,-28.714285714285715,-4.571428571428571,9.285714285714286,-42.285714285714285,-33.57142857142857,13.571428571428571
Bexley,2020-12-07,-25.571428571428573,-4.285714285714286,11.0,-41.57142857142857,-33.142857142857146,13.142857142857142
Bexley,2020-12-08,-22.571428571428573,-4.0,8.571428571428571,-41.0,-32.57142857142857,12.857142857142858
Bexley,2020-12-09,-22.571428571428573,-4.142857142857143,7.285714285714286,-41.142857142857146,-32.857142857142854,12.857142857142858
Bexley,2020-12-10,-22.285714285714285,-2.857142857142857,11.714285714285714,-40.714285714285715,-32.714285714285715,12.714285714285714
Bexley,2020-12-11,-22.142857142857142,-2.2857142857142856,13.0,-40.714285714285715,-32.857142857142854,12.714285714285714
Bexley,2020-12-12,-22.571428571428573,-2.2857142857142856,11.857142857142858,-40.714285714285715,-33.142857142857146,12.714285714285714
Bexley,2020-12-13,-23.428571428571427,-2.7142857142857144,7.285714285714286,-41.57142857142857,-33.42857142857143,12.714285714285714
Bexley,2020-12-14,-23.714285714285715,-2.7142857142857144,6.142857142857143,-41.857142857142854,-33.857142857142854,12.857142857142858
Bexley,2020-12-15,-22.571428571428573,-2.0,6.428571428571429,-41.714285714285715,-34.285714285714285,12.714285714285714
Bexley,2020-12-16,-24.142857142857142,-1.4285714285714286,4.142857142857143,-42.285714285714285,-34.714285714285715,13.0
Bexley,2020-12-17,-25.142857142857142,-0.8571428571428571,5.285714285714286,-43.0,-35.714285714285715,13.285714285714286
Bexley,2020-12-18,-26.857142857142858,-1.0,2.857142857142857,-44.285714285714285,-37.0,13.857142857142858
Bexley,2020-12-19,-28.428571428571427,0.0,1.7142857142857142,-45.57142857142857,-37.857142857142854,14.142857142857142
Bexley,2020-12-20,-32.0,0.7142857142857143,7.571428571428571,-47.42857142857143,-39.142857142857146,14.571428571428571
Bexley,2020-12-21,-35.57142857142857,3.142857142857143,6.285714285714286,-50.0,-41.285714285714285,15.571428571428571
Bexley,2020-12-22,-40.142857142857146,5.142857142857143,7.285714285714286,-52.714285714285715,-43.857142857142854,16.857142857142858
Bexley,2020-12-23,-41.285714285714285,9.285714285714286,8.428571428571429,-54.714285714285715,-46.57142857142857,17.857142857142858
Bexley,2020-12-24,-43.57142857142857,11.857142857142858,10.428571428571429,-57.42857142857143,-50.142857142857146,19.142857142857142
Bexley,2020-12-25,-52.0,-1.5714285714285714,9.571428571428571,-63.142857142857146,-55.857142857142854,21.428571428571427
Bexley,2020-12-26,-58.714285714285715,-10.571428571428571,9.142857142857142,-68.0,-61.42857142857143,22.571428571428573
Bexley,2020-12-27,-59.714285714285715,-13.285714285714286,9.142857142857142,-69.71428571428571,-62.857142857142854,22.857142857142858
Bexley,2020-12-28,-62.142857142857146,-18.571428571428573,16.142857142857142,-71.57142857142857,-65.85714285714286,24.0
Bexley,2020-12-29,-63.57142857142857,-22.285714285714285,18.142857142857142,-72.71428571428571,-67.42857142857143,24.714285714285715
Bexley,2020-12-30,-65.57142857142857,-27.142857142857142,24.571428571428573,-73.85714285714286,-68.42857142857143,25.285714285714285
Bexley,2020-12-31,-66.57142857142857,-29.428571428571427,23.0,-74.28571428571429,-68.57142857142857,25.571428571428573
Brent,2020-02-15,-54.142857142857146,-17.285714285714285,19.857142857142858,-62.57142857142857,-56.42857142857143,20.857142857142858
Brent,2020-02-16,-43.285714285714285,-9.714285714285714,14.0,-53.142857142857146,-48.857142857142854,18.428571428571427
Brent,2020-02-17,-32.285714285714285,-4.857142857142857,15.714285714285714,-45.57142857142857,-45.142857142857146,17.0
Brent,2020-02-18,-22.285714285714285,-1.5714285714285714,8.857142857142858,-35.57142857142857,-35.285714285714285,13.0
Brent,2020-02-19,-13.714285714285714,-0.5714285714285714,2.4285714285714284,-26.142857142857142,-26.571428571428573,9.428571428571429
Brent,2020-02-20,-5.285714285714286,0.14285714285714285,-7.285714285714286,-17.142857142857142,-18.142857142857142,5.857142857142857
Brent,2020-02-21,2.857142857142857,-0.2857142857142857,-8.857142857142858,-7.857142857142857,-9.428571428571429,2.2857142857142856
Brent,2020-02-22,3.7142857142857144,0.7142857142857143,-4.714285714285714,-7.0,-9.0,2.142857142857143
Brent,2020-02-23,4.571428571428571,1.8571428571428572,0.7142857142857143,-6.285714285714286,-8.571428571428571,2.142857142857143
Brent,2020-02-24,2.0,1.1428571428571428,-5.0,-6.0,-7.285714285714286,2.0
Brent,2020-02-25,0.2857142857142857,1.4285714285714286,-6.285714285714286,-5.714285714285714,-5.428571428571429,1.7142857142857142
Brent,2020-02-26,-1.0,1.7142857142857142,-4.428571428571429,-5.285714285714286,-3.7142857142857144,1.2857142857142858
Brent,2020-02-27,-2.2857142857142856,1.4285714285714286,-2.4285714285714284,-4.285714285714286,-2.142857142857143,1.0
Brent,2020-02-28,-2.857142857142857,1.1428571428571428,-6.285714285714286,-3.2857142857142856,-0.5714285714285714,0.7142857142857143
Brent,2020-02-29,-3.0,1.5714285714285714,-9.714285714285714,-3.5714285714285716,-0.7142857142857143,0.7142857142857143
Brent,2020-03-01,6.428571428571429,3.0,-3.7142857142857144,2.142857142857143,-0.8571428571428571,0.42857142857142855
Brent,2020-03-02,7.571428571428571,4.0,1.2857142857142858,3.142857142857143,-0.5714285714285714,0.2857142857142857
Brent,2020-03-03,7.714285714285714,4.285714285714286,2.7142857142857144,3.2857142857142856,-0.7142857142857143,0.2857142857142857
Brent,2020-03-04,8.285714285714286,5.0,-0.2857142857142857,3.2857142857142856,-0.5714285714285714,0.42857142857142855
Brent,2020-03-05,7.285714285714286,5.428571428571429,-3.7142857142857144,3.0,-0.5714285714285714,0.5714285714285714
Brent,2020-03-06,7.428571428571429,7.0,3.142857142857143,2.5714285714285716,-0.42857142857142855,0.5714285714285714
Brent,2020-03-07,7.142857142857143,7.857142857142857,8.142857142857142,2.5714285714285716,0.0,0.5714285714285714
Brent,2020-03-08,-2.4285714285714284,7.857142857142857,3.5714285714285716,-2.7142857142857144,0.2857142857142857,0.7142857142857143
Brent,2020-03-09,-3.142857142857143,8.428571428571429,2.7142857142857144,-3.4285714285714284,0.0,0.8571428571428571
Brent,2020-03-10,-3.4285714285714284,10.0,2.7142857142857144,-2.857142857142857,-0.14285714285714285,1.0
Brent,2020-03-11,-4.0,11.142857142857142,7.428571428571429,-3.142857142857143,-0.5714285714285714,1.1428571428571428
Brent,2020-03-12,-2.142857142857143,14.142857142857142,12.571428571428571,-3.5714285714285716,-1.0,1.1428571428571428
Brent,2020-03-13,-2.5714285714285716,16.0,10.428571428571429,-4.714285714285714,-1.8571428571428572,1.5714285714285714
Brent,2020-03-14,-4.0,17.428571428571427,10.0,-5.142857142857143,-2.5714285714285716,2.0
Brent,2020-03-15,-6.714285714285714,17.857142857142858,7.285714285714286,-7.285714285714286,-3.5714285714285716,2.5714285714285716
Brent,2020-03-16,-7.428571428571429,20.571428571428573,15.142857142857142,-9.428571428571429,-5.285714285714286,3.2857142857142856
Brent,2020-03-17,-9.142857142857142,22.428571428571427,17.142857142857142,-13.285714285714286,-8.142857142857142,4.428571428571429
Brent,2020-03-18,-11.428571428571429,26.714285714285715,18.142857142857142,-16.571428571428573,-11.714285714285714,5.857142857142857
Brent,2020-03-19,-14.428571428571429,31.0,16.714285714285715,-19.857142857142858,-15.857142857142858,7.571428571428571
Brent,2020-03-20,-18.428571428571427,30.142857142857142,16.428571428571427,-23.285714285714285,-20.285714285714285,9.428571428571429
Brent,2020-03-21,-24.285714285714285,27.0,19.285714285714285,-27.857142857142858,-24.428571428571427,10.857142857142858
Brent,2020-03-22,-29.714285714285715,22.571428571428573,27.571428571428573,-32.142857142857146,-29.142857142857142,12.0
Brent,2020-03-23,-35.42857142857143,17.142857142857142,25.571428571428573,-36.42857142857143,-34.857142857142854,14.142857142857142
Brent,2020-03-24,-42.714285714285715,10.428571428571429,29.857142857142858,-41.142857142857146,-40.857142857142854,16.714285714285715
Brent,2020-03-25,-50.142857142857146,1.0,32.142857142857146,-46.42857142857143,-46.714285714285715,19.285714285714285
Brent,2020-03-26,-57.857142857142854,-10.285714285714286,39.0,-51.714285714285715,-52.0,21.714285714285715
Brent,2020-03-27,-64.28571428571429,-17.142857142857142,41.285714285714285,-56.285714285714285,-56.714285714285715,24.0
Brent,2020-03-28,-68.0,-22.428571428571427,33.857142857142854,-60.142857142857146,-61.0,25.285714285714285
Brent,2020-03-29,-71.28571428571429,-26.857142857142858,21.714285714285715,-63.42857142857143,-64.14285714285714,26.142857142857142
Brent,2020-03-30,-74.85714285714286,-30.285714285714285,14.0,-66.42857142857143,-67.0,27.571428571428573
Brent,2020-03-31,-75.71428571428571,-31.857142857142858,11.428571428571429,-67.71428571428571,-68.57142857142857,28.285714285714285
Brent,2020-04-01,-76.28571428571429,-33.57142857142857,7.714285714285714,-68.42857142857143,-69.42857142857143,28.714285714285715
Brent,2020-04-02,-76.42857142857143,-34.42857142857143,6.0,-68.85714285714286,-70.0,29.0
Brent,2020-04-03,-76.71428571428571,-34.57142857142857,7.714285714285714,-69.0,-70.42857142857143,29.142857142857142
Brent,2020-04-04,-76.71428571428571,-34.142857142857146,18.571428571428573,-68.71428571428571,-70.57142857142857,29.142857142857142
Brent,2020-04-05,-76.57142857142857,-33.0,32.0,-67.85714285714286,-70.42857142857143,29.0
Brent,2020-04-06,-76.71428571428571,-33.0,38.857142857142854,-67.71428571428571,-70.42857142857143,28.857142857142858
Brent,2020-04-07,-76.71428571428571,-32.857142857142854,45.42857142857143,-67.57142857142857,-70.42857142857143,28.714285714285715
Brent,2020-04-08,-76.57142857142857,-32.0,50.857142857142854,-67.28571428571429,-70.42857142857143,28.571428571428573
Brent,2020-04-09,-76.28571428571429,-30.428571428571427,57.57142857142857,-66.85714285714286,-70.42857142857143,28.285714285714285
Brent,2020-04-10,-76.42857142857143,-30.285714285714285,63.42857142857143,-67.42857142857143,-71.71428571428571,28.714285714285715
Brent,2020-04-11,-76.28571428571429,-30.0,63.57142857142857,-67.42857142857143,-71.85714285714286,28.714285714285715
Brent,2020-04-12,-76.57142857142857,-32.857142857142854,60.714285714285715,-67.85714285714286,-72.42857142857143,28.857142857142858
Brent,2020-04-13,-77.28571428571429,-33.714285714285715,60.714285714285715,-69.14285714285714,-74.0,29.714285714285715
Brent,2020-04-14,-77.0,-33.57142857142857,59.0,-69.14285714285714,-73.71428571428571,29.714285714285715
Brent,2020-04-15,-76.85714285714286,-33.42857142857143,62.57142857142857,-69.0,-73.42857142857143,29.571428571428573
Brent,2020-04-16,-76.85714285714286,-34.142857142857146,60.285714285714285,-69.14285714285714,-73.14285714285714,29.714285714285715
Brent,2020-04-17,-76.28571428571429,-33.857142857142854,48.857142857142854,-68.57142857142857,-71.57142857142857,29.142857142857142
Brent,2020-04-18,-76.0,-33.57142857142857,42.142857142857146,-68.57142857142857,-70.85714285714286,29.0
Brent,2020-04-19,-75.42857142857143,-30.714285714285715,46.285714285714285,-68.28571428571429,-69.57142857142857,28.714285714285715
Brent,2020-04-20,-74.14285714285714,-29.428571428571427,54.57142857142857,-66.71428571428571,-67.57142857142857,27.714285714285715
Brent,2020-04-21,-73.85714285714286,-29.142857142857142,60.142857142857146,-66.42857142857143,-67.28571428571429,27.571428571428573
Brent,2020-04-22,-73.57142857142857,-29.0,64.14285714285714,-66.14285714285714,-67.0,27.428571428571427
Brent,2020-04-23,-73.28571428571429,-28.571428571428573,73.42857142857143,-65.71428571428571,-66.71428571428571,27.142857142857142
Brent,2020-04-24,-72.71428571428571,-27.857142857142858,89.28571428571429,-64.57142857142857,-66.42857142857143,26.857142857142858
Brent,2020-04-25,-72.42857142857143,-27.285714285714285,97.71428571428571,-64.0,-66.14285714285714,26.571428571428573
Brent,2020-04-26,-72.0,-26.428571428571427,101.71428571428571,-63.285714285714285,-66.0,26.428571428571427
Brent,2020-04-27,-71.71428571428571,-26.0,98.57142857142857,-62.857142857142854,-65.71428571428571,26.285714285714285
Brent,2020-04-28,-72.28571428571429,-27.285714285714285,79.57142857142857,-63.285714285714285,-65.57142857142857,26.428571428571427
Brent,2020-04-29,-72.28571428571429,-27.142857142857142,67.14285714285714,-63.285714285714285,-65.28571428571429,26.428571428571427
Brent,2020-04-30,-72.71428571428571,-27.428571428571427,48.57142857142857,-63.714285714285715,-65.14285714285714,26.571428571428573
Brent,2020-05-01,-72.85714285714286,-27.428571428571427,35.57142857142857,-64.14285714285714,-64.85714285714286,26.571428571428573
Brent,2020-05-02,-72.57142857142857,-26.857142857142858,37.0,-63.57142857142857,-64.57142857142857,26.571428571428573
Brent,2020-05-03,-72.57142857142857,-26.714285714285715,28.142857142857142,-63.714285714285715,-64.28571428571429,26.714285714285715
Brent,2020-05-04,-72.42857142857143,-26.142857142857142,33.714285714285715,-63.57142857142857,-64.0,26.571428571428573
Brent,2020-05-05,-71.71428571428571,-24.285714285714285,53.0,-62.857142857142854,-63.57142857142857,26.142857142857142
Brent,2020-05-06,-71.14285714285714,-23.428571428571427,69.85714285714286,-62.285714285714285,-63.285714285714285,25.857142857142858
Brent,2020-05-07,-70.0,-21.857142857142858,90.42857142857143,-61.285714285714285,-62.857142857142854,25.285714285714285
Brent,2020-05-08,-70.0,-21.285714285714285,112.71428571428571,-61.57142857142857,-64.28571428571429,25.571428571428573
Brent,2020-05-09,-70.0,-21.142857142857142,121.85714285714286,-61.42857142857143,-64.28571428571429,25.428571428571427
Brent,2020-05-10,-70.0,-21.285714285714285,118.57142857142857,-61.57142857142857,-64.14285714285714,25.428571428571427
Brent,2020-05-11,-69.71428571428571,-21.142857142857142,108.14285714285714,-61.42857142857143,-63.857142857142854,25.428571428571427
Brent,2020-05-12,-69.28571428571429,-20.714285714285715,107.0,-60.857142857142854,-63.57142857142857,25.285714285714285
Brent,2020-05-13,-69.28571428571429,-21.0,94.42857142857143,-61.0,-63.285714285714285,25.285714285714285
Brent,2020-05-14,-69.42857142857143,-21.142857142857142,90.0,-61.0,-63.0,25.285714285714285
Brent,2020-05-15,-68.71428571428571,-20.714285714285715,84.85714285714286,-59.857142857142854,-61.0,24.571428571428573
